account_id,gender,seniorcitizen,partner,dependents,months_with_provider,phone_service,extra_lines,internet_plan,addon_security,addon_backup,addon_device_protect,addon_techsupport,stream_tv,stream_movies,contract_type,paperless_billing,payment_method,monthly_fee,lifetime_spend,churned,customer_hash,marketing_opt_in
1448-CYWKC,Female,0,Yes,Yes,58.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.2,6225.4,0,78e8982be117,1
7901-IIDQV,Male,0,No,No,24.0,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.6,,0,c1b3238979cd,1
2690-DVRVK,Male,0,Yes,Yes,5.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,99.45,0,b83baeb29bf5,1
5688-KZTSN,Male,0,Yes,Yes,15.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,,1,d46f23de1d9e,1
1270-XKUCC,Female,0,Yes,Yes,30.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,599.25,0,793966462d66,0
0334-ZFJSR,Female,0,Yes,No,55.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,,0,f7bfd58d8480,0
2894-QOJRX,Female,0,Yes,No,25.0,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,nan,34.0,853.0,1,e9470c80716d,0
5747-PMBSQ,Male,1,Yes,No,10.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,934.1,1,a78813de2e08,0
5583-EJXRD,Male,0,Yes,Yes,44.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),54.05,2375.2,0,d3ff6e184a47,0
4565-EVZMJ,Female,0,No,No,47.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,58.9,2813.05,0,b3da4a589d57,0
3143-JQEGI,Female,0,Yes,Yes,13.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.35,1222.8,1,7dd31f231219,1
6386-SZZKH,Female,0,Yes,Yes,49.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.95,5293.2,1,81a28b64ecd2,0
3327-YBAKM,Female,0,Yes,No,64.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,96.9,6314.35,0,462637b6b675,0
9441-QHEVC,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,0,10291725438e,1
6705-LNMDD,Male,0,No,No,20.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.0,1003.05,0,a3dec32fe678,0
2580-ASVVY,Female,0,Yes,No,37.0,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,45.4,1593.1,0,e4af442b4088,0
3370-GQEAL,Male,0,Yes,Yes,30.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.45,2509.95,0,0b875acc6843,0
5032-USPKF,Female,0,No,No,38.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),84.1,,0,d64bb42ae23e,0
2982-IHMFT,Female,1,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,74.45,1,b9573c8ce1d4,1
3521-SYVOR,Female,0,No,No,37.0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.75,2345.2,1,5745b59552d1,1
4254-QPEDE,Female,0,Yes,No,52.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),66.25,3330.1,0,84f168f2d14d,1
6283-GITPX,Male,0,No,Yes,71.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.9,5522.7,0,696e1f394cb2,0
9526-JAWYF,Male,0,No,No,26.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.8,2335.3,1,3b885ae1be36,1
0771-CHWSK,Male,0,No,No,66.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),74.6,4798.4,0,9caf8d84a6aa,1
9788-HNGUT,Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.95,8594.4,0,1806aa1eb472,1
9495-REDIY,Male,0,No,Yes,25.0,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),40.65,970.55,0,5ae94e8bb60a,0
5375-XLDOF,Male,0,Yes,Yes,69.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.35,7665.8,0,edd5e05a402e,0
1172-VIYBP,Male,0,Yes,Yes,53.0,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),69.7,3686.05,0,62956f81f0a1,0
5649-VUKMC,Female,0,No,No,,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.5,,1,4f2f46eb4b71,0
6559-PDZLR,Male,0,No,No,26.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.65,2537.0,0,437e929863b8,1
8992-OBVDG,Male,0,No,No,21.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,61.65,1393.6,0,6313901f41f6,1
4273-MBHYA,Female,0,No,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,89.35,0,0604fc659ac8,1
4724-WXVWF,Male,0,No,No,48.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.4,,0,1d5dc38c5c8e,0
5701-GUXDC,Female,0,Yes,No,26.0,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,371.23857422867724,0,ef3bc7248dee,0
1460-UZPRJ,Male,0,Yes,No,60.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1258.15,0,f1f812441684,1
6082-GLJIX,Male,0,No,No,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,331.35,0,ab614969dc91,0
5143-EGQFK,Female,1,No,No,10.0,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.65,291.4,1,b56bdb4757cf,0
4919-IKATY,Male,0,Yes,Yes,5.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,453.75,1,65e26fece30d,0
2495-TTHBQ,Female,0,No,Yes,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.4,32.15048964426772,0,747d7a87fe6c,1
0485-ZBSLN,Male,0,Yes,Yes,65.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,1715.1,0,b2dbdce80423,0
3810-PJUHR,Male,0,Yes,Yes,70.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.35,1715.15,0,9fc67869f151,0
9050-QLROH,Male,0,No,No,18.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,1,d3a17ef2a3b8,0
0847-HGRML,Male,0,No,Yes,62.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.0,,0,ce50531be889,1
8232-CTLKO,Female,0,Yes,Yes,66.0,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,59.75,3996.8,0,e08d290daf4b,0
9227-YBAXE,Female,0,Yes,Yes,65.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.5,,0,c0cb99c164d2,0
6168-WFVVF,Female,1,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,235.5,1,0e6c3bec49dd,0
9860-LISIZ,Female,0,No,No,34.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,673.2,0,4364b97c3d9f,0
0112-QAWRZ,Male,0,Yes,Yes,16.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.8,,0,9c3383074a98,0
0877-SDMBN,Female,0,No,No,54.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.95,5639.05,1,d1c7bd43ca24,0
2786-GCDPI,Female,1,No,No,50.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.95,5222.35,0,d8eb33fb9a65,1
4043-MKDTV,Male,0,Yes,No,71.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,7291.75,0,deecd8414715,1
8065-YKXKD,Female,0,No,No,10.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,799.65,1,e46aeec21be9,0
9637-EIHEQ,Female,0,No,No,1.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.8,50.8,1,ea5dc6991434,0
9229-RQABD,Male,0,No,No,18.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.75,424.5,0,88d0d3520136,0
8313-KTIHG,Male,0,No,No,4.0,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.3,94.61158840448815,0,4152aa1aef0e,0
5320-BRKGK,Female,0,Yes,Yes,58.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,75.8,4415.75,0,6d3bc4b2bf4f,0
6284-KMNUF,Female,0,Yes,No,56.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,98.0,5270.6,0,a858f0d2e8e2,0
9689-PTNPG,Male,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,144.55,1,07cccccd2306,0
9465-RWMXL,Male,0,Yes,No,32.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.9,2447.95,1,4a89af1461d6,0
6229-UOLQL,Male,0,Yes,Yes,56.0,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,52.0,2884.9,0,2836a5d4163b,1
2362-IBOOY,Male,0,No,No,36.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,3050.15,1,825ddae1b090,0
3137-LUPIX,Female,0,No,No,4.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.4,253.0,0,514acff2e4ed,0
0843-WTBXE,Male,0,No,No,53.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.45,4517.25,1,e8c6173123cf,0
6143-JQKEA,Male,0,No,No,10.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.8,436.2,0,dae4ef26422f,0
8676-OOQEJ,Male,0,No,No,4.0,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.5,118.4,0,2adc7064df32,0
5515-IDEJJ,Male,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,1,ddfc760efe9d,0
9701-CDXHR,Female,0,Yes,No,51.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.15,3649.6,0,061904621e4f,0
7450-NWRTR,Male,1,No,No,12.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.45,,1,501b0f4970b0,0
8124-NZVGJ,Female,0,No,No,6.0,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,49.25,255.6,0,c84f34a57cec,0
2162-FRZAA,Male,0,Yes,Yes,63.0,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),39.35,2395.05,0,1f6d49ffa909,0
5376-DEQCP,Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,70.6,1,60f7c03ee0e4,1
5118-MUEYH,Female,0,Yes,No,48.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,5083.55,0,3f8c2c5ba0d4,1
9095-HFAFX,Female,0,No,No,5.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.0,389.6,1,5cee75d4a338,0
5627-TVBPP,Female,0,No,Yes,35.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),72.9885235591003,644.5,0,d4b0b6183a05,0
2379-ENZGV,Male,0,No,No,6.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,523.5,1,350419749e84,1
3936-QQFLL,Male,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,39.3,0,6c157a9bf276,0
2589-AYCRP,Female,0,No,No,50.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,nan,19.75,989.05,0,12a84e49fbb4,0
4067-HLYQI,Female,0,No,No,33.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,2406.1,0,e74b82012353,1
5124-EOGYE,Male,0,No,No,31.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,638.55,0,eff281b24375,0
5057-RKGLH,Female,0,Yes,Yes,9.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,191.1,0,8381024c58ab,0
0292-WEGCH,Female,0,Yes,Yes,54.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,nan,86.2,4524.05,0,92a49f113774,1
8910-ICHIU,Female,0,No,No,46.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.65,4664.2,0,e088c82527e6,0
4097-YODCF,Male,0,No,Yes,34.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,103.8,3470.8,0,572dab54730b,0
9715-WZCLW,Male,0,Yes,Yes,,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.2,,0,d3aebde41cc3,0
9786-YWNHU,Female,0,Yes,Yes,63.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,63.55,4014.2,0,e06f5c07cd61,1
6407-GSJNL,Female,0,No,No,51.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.95,1288.0,0,8b7f5dc615ce,1
6005-OBZPH,Female,1,No,No,26.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,864.0420382096329,1,74ce25c2f378,0
4049-ZPALD,Female,0,Yes,No,64.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.0,6375.8,0,52064ea1c926,0
7932-WPTDS,Female,1,Yes,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,1,ba97be26d822,0
3733-UOCWF,Male,1,Yes,No,,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,nan,85.55,5251.75,0,b7c199764c56,0
6833-JMZYP,Female,0,No,No,15.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.0,,0,da008b7fd730,0
2722-VOJQL,Male,0,No,No,64.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.65,6903.1,1,09521790670d,1
1310-QRITU,Female,0,No,No,18.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.3,346.46657453816766,0,3227b4c42acb,1
8961-QDZZJ,Female,0,Yes,Yes,57.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,95.0,5535.8,0,8dd4a117b92b,1
9715-SBVSU,Male,0,Yes,Yes,14.0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),61.4,815.55,0,9c9d509f1fc0,0
8490-BXHEO,Male,1,No,No,,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1411.65,0,85ac5700c5e9,0
7173-TETGO,Female,1,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),78.5,2125.251688608836,0,6e0d1f97ac41,1
7929-SKFGK,Male,0,Yes,No,70.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.3,,0,f84e0d0a0252,1
2300-RQGOI,Female,0,No,No,38.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,741.5,0,0ac5b53d80b6,0
3563-SVYLG,Male,0,Yes,Yes,,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),62.65,4375.8,0,1350b322b8d6,0
5228-EXCET,Male,0,No,No,13.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.85,1008.7,1,a79e97daeaa8,1
6435-VWCCY,Male,1,Yes,No,65.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),92.7,5968.4,0,d48e3709583d,0
4998-IKFSE,Female,0,No,No,30.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,nan,100.45,3096.9,0,f897477cb59e,1
8630-QSGXK,Male,0,Yes,No,51.0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.2,3901.25,0,6d72259e64a5,0
2455-USLMV,Female,0,No,No,31.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.75,2613.4,0,6340972c3a10,0
7394-FKDNK,Female,0,Yes,No,9.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,nan,89.45,853.1,1,18258ac61fcd,0
9488-FVZCC,Female,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),79.5,5661.7,0,ebf889875c5e,0
6331-LWDTQ,Male,0,No,No,10.0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.15,794.25,1,bfa95a96103b,1
5995-WWKKG,Female,0,No,No,37.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.8,695.05,0,ee8d0ef60b0a,0
1597-FZREH,Female,0,No,No,2.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.4,,1,58e209b42bbf,0
7879-CGSFV,Male,0,No,No,55.0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,100.9,5552.05,0,db04a709cbe2,0
9921-EZKBY,Male,0,No,Yes,33.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.3,,0,f84d10bb1edc,0
7432-FFVAR,Female,0,Yes,Yes,46.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),90.95,,0,6e2cd8570050,0
7246-ZGQDF,Female,0,No,Yes,1.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.5,54.5,0,aad4d48c51d4,0
7000-WCEVQ,Female,1,No,No,20.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.6,1174.35,1,3a80e841acba,0
0727-IWKVK,Male,0,Yes,No,9.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.9,741.7,1,e9336b046921,0
5959-BELXA,Male,1,No,No,32.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.15,3019.25,1,e11353d221ae,1
4456-RHSNB,Female,0,Yes,Yes,19.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.6,962.9,0,2859a4907fe0,0
3512-IZIKN,Female,0,Yes,No,,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,nan,65.3,,1,0d3a864b4c3e,0
2481-SBOYW,Female,0,No,Yes,61.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.0,1498.35,0,b813a9119679,0
7109-MFBYV,Male,0,No,No,26.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.45,1233.15,0,d4bdef01d347,0
1833-TCXKK,Male,0,Yes,No,45.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.75,4882.8,0,a0a15e207336,1
1832-PEUTS,Male,0,Yes,Yes,62.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,nan,89.1,5411.65,0,20ec6df623fe,0
6141-OOXUQ,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,71.35445213613536,19.65,1,ba4856b863a7,1
8660-BUETV,Female,0,No,No,3.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,148.05,0,0a56fa1b4c59,0
0580-PIQHM,Female,0,Yes,Yes,41.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),101.6,,0,b22b1d61ce1f,0
5696-CEIQJ,Male,0,Yes,Yes,67.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.15,6895.5,0,6a41fa45c4b0,0
7503-ZGUZJ,Male,0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.65,84.65,1,fb592756d607,0
1696-HXOWK,Female,0,Yes,No,71.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,95.65,6856.95,0,07a116715c98,0
3026-ATZYV,Female,0,Yes,Yes,37.0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),75.1,2658.8,0,1c9692a40357,1
4012-YCFAI,Male,0,Yes,No,60.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.35,3766.2,0,3c41360126f9,1
2506-TNFCO,Female,1,Yes,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,1,11118b6695ca,0
9970-QBCDA,Female,0,No,No,6.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,129.55,0,f16dac76c766,1
8718-PTMEZ,Female,0,No,No,13.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.05,,1,1cd06a24fcef,0
9496-IVVRP,Female,0,Yes,Yes,11.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.0,581.7,0,a4f78888c279,1
2207-OBZNX,Male,0,No,No,7.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.0,354.05,1,8b5f0b290361,1
2657-VPXTA,Female,0,Yes,Yes,10.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,nan,88.85,929.45,0,5a2a7da7d293,1
6551-VLJMV,Male,0,Yes,No,34.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,nan,20.05,679.0,0,7794a22176d5,0
1221-GHZEP,Female,0,No,No,62.0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,65.1,3846.75,0,9f9d827c178e,0
9289-LBQVU,Male,0,Yes,No,64.0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.15,4480.7,0,f93393af2e07,0
6142-VSJQO,Female,0,Yes,Yes,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,,1,69781cf7d1b5,0
3458-IDMFK,Male,0,No,No,25.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.75,499.4,0,a9056d1f032e,0
6933-FHBZC,Female,0,No,No,26.0,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,56.05,1553.2,0,9bb942666f2a,1
0221-NAUXK,Male,0,No,Yes,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.95,219.5,0,29a075777a3d,0
9770-KXGQU,Female,0,No,No,53.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,nan,98.6,5311.85,0,d7e434c24274,0
6437-UKHMV,Female,0,No,No,7.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.7,586.05,1,dce68dbff13b,0
6538-POCHL,Male,0,No,No,33.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.0,2576.8,0,1121a4f17a5b,0
6726-NNFWD,Female,1,Yes,No,71.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),89.45,6435.25,0,da99fc0c2d5b,0
3002-WQZWT,Female,0,No,No,29.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,1993.25,0,b5f86741fcde,1
4277-UDIEF,Male,0,Yes,Yes,24.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.0,,0,9ff371b1cc6a,1
